chunk3360 我这儿把电池放里面它怎么显示换电失败是怎么回事
chunk4514 我你开的套餐还有四十多天嘛然后我想退一月
chunk6137 充电的时候我明才给了钱然后已经充上了的还没有几分钟它就充电异常就自动结束了然后钱也扣了这要怎么处理呢因为不止一次了
chunk6566 扣款我自己给钱存下来自己扣款能不就完事了吗站点代付
chunk2505 我有一个其他账号正在使用目前用的是六十30的这个电池套餐如果我想换六十六十可不可以转换啊
chunk464 我是新用户我刚换的电池刚购买的租的电池我购买不是线是怎么弄的
chunk4849 我刚交的押金然后刚交了押金然后他这里我先租短期的嘛然后他这里短期的它这里显示你购买了其他套餐的押金无法选定当前套餐这是什么意思
chunk4027 充电只可以买套餐吗
chunk981 就这个一致就手机号码呀
chunk6005 我的电池可以冻结吗说我要有事情要一个礼拜不用它
chunk3144 我这怎么电池离线什么意思
chunk4590 这锂换电不是一个月三百吗涨成三百六啦
chunk5581 我昨天晚上六点三十一充的电为什么六点四十七就结束了
chunk6792 宁波现在换电瓶的话租电瓶的话是六十的还是四十八的
chunk8002 拉新的钱怎么提现不了电费的钱都能提现现在拉新的钱提现不了
chunk3754 我套餐昨天换成max
chunk6637 我们以前买的这锂换电怎么三十天以前三百一现在变三百三了
chunk3087 我不是紫薇a区这咱电池我换电了我把放进去他说取八号的八号门没开我电池拿不出来呀
chunk7037 我昨天他说的给我调时间的我看时间并没有加呀
chunk4768 我的电动车我电动车骑到虹口那里没电了
chunk2562 我在南昌大学梦地方电柜交了钱还是换电失败
chunk6164 反复的扫箱门也开不了
chunk5326 手机号不用了但是我账号也登不上去了他怎么换绑我现在的手机号
chunk8158 我小斑马老在这充那两块钱的都充不到底儿你能把钱给我退回来吗
chunk3274 我支付宝上面怎么会有一个说有一个五百块的一个什么押金
chunk8299 我刚才打过电话了然后我刚才不是办理了换电然后押金退了然后套餐钱不是说退不了了
chunk7909 现在是四十八伏的然后以前用的是上个月是六十伏的然后它还有七十格电就跑不动了这个什么意思
chunk6613 我不是这锂换电的嘛然后我存到外面存到柜子里面去了为什么他还扣我天数我回家这么多天
chunk2569 咱这锂换电宁波普宁海珠这边为什么换不了电
chunk6945 我不是有个电池操作失误吗
chunk1961 我刚才换电吗一扫码然后把电池放进去了然后就他准备电池退出来他就给个空的给我打不打那边
chunk347 我现在包河花园这边然后有个柜机上面换电换电然后我打开柜门柜门之后然后把电没电的电池放进去放进去以后他打不开新的柜门他说什么超时了
chunk4512 我账号在别人手机上登过我说怎么把它退掉呢
chunk681 你那边说话能说小一点不
chunk5964 我充电小斑马的余额可是没有不足一块的那怎么使用呀
chunk4477 这锂换电的电池套餐有哪几类能跟我介绍一下吗
chunk2239 你这锂换电是怎么操作的呀
chunk2329 我电瓶车的插头太松了经常掉你们帮我解决一下
chunk634 我这边租个电池然后我忘记了逾期五天了我现在不想用电池了退还它退还不了
chunk6894 我电池寄存那几天怎么也算钱呢
chunk759 刚才电池能押金的问题
chunk3379 我现在租电池太大了我座桶放不下能不能帮我换一块小的
chunk540 我在路边我跟别人交换电瓶我现在换不了电了
chunk1726 我在小程序上输入的问题他说是让我查我的钱包余额我就压根找不到钱包嘛
chunk7746 我之前租了你们这里换电你能帮我看一下我退掉了押金好像没退是什么情况你帮我查一下
chunk5094 我刚才打了客服电话然后他就叫我卸载了这锂换电因为刚才是换不了电嘛我现在重新下载了这锂换电都登录不上去也不知道什么原因
chunk3186 你帮我查询一下是不是新用户呀
chunk1488 场地不是到时候县城里面现装的吗现在是只能装到户外的装室内装不了是吧
chunk6278 我在这锂换电他要押金的我退了五百但是我的卡号是填错的
chunk7183 换电柜断电离线了能换电不
chunk4379 然后他柜门打开了我不小心把柜子又关了然后现在电池取不出来怎么办
chunk6873 我充电充不进去什么原因
chunk7036 他柜子为啥门打不开呢我扫码之后它是显示换电失败请关闭打开的箱门但是门都是关着的呀
chunk3932 我刚才好像见什么自动扣款什么预授权押支付五百是
chunk1633 他存电取电不是按示给弄的嘛然后他说的是
chunk447 你我过年扣的我五百块钱押金的话什么时候退给我
chunk4661 我现在想要转租电池
chunk2309 那是我的手机号码买你们锂电然后有钱是要退他现在退了没有
chunk7278 之前是在东莞那边开的个这锂换电是六十伏的现在我在广州这边套餐的话现在用不了还是怎么回事
chunk6679 江苏这边不是苏州这边他没有四十八伏的电池吗
chunk1436 我打的电话手机号
chunk595 我账号之前包错了嘛你们帮我退掉了之后钱什么时候到账
chunk7249 202208
chunk6858 我电池继承了一天多然后怎么时间没还是还没变呢
chunk4863 我要还电池然后我现在是让我朋友帮还但是我还没办法扫码你还电池的时候还不能输号吗你那边能给开一下门吗
chunk3148 你电池放进去没吐出来电池
chunk1779 我刚打电话给你们你们回答什么样子
chunk124 我们小区小斑马下雪之后就好像断了一样没网了怎么充也充不了
chunk7255 我要去省电池帮别人去省的
chunk8196 我电池怎么现在处于离线状态
chunk1736 我电池放进去了不接电池了
chunk342 我用你们小斑马充电桩充了几次电发现我电动车都有问题呢充电过程当中
chunk395 你们电箱为什么都是关闭的状态这边
chunk3201 我认证不过去
chunk3920 那我已经付费了呀付了一块钱
chunk768 我刚说的退电它的电池断电
chunk2116 我这边归还了一个电池但是他说我没归还但我过来这边导航过来位置呢电池就在定位这个位置
chunk5822 我拿我朋友的手机租了一个电池然后我租错了
chunk7653 我有一个单子三月份的现在怎么还在服务使用中
chunk3950 我年前有电话给你们打过的我们充电的地方他墙壁上面没固定就掉下来了你们到现在都没来修吗这么久了
chunk299 刚刚跟那个电柜它不是两个开门吗我点了一个然后又另外一个然后我不小心把放在另外几个柜子里面去了然后换不了电了现在
chunk310 你们有六十伏的电瓶电车和电瓶珠吗
chunk5204 我在你这里第一次租电池没有线怎么办
chunk6675 为什么电量百分百才能换电吗
chunk416 我现在APP是显示离线的
chunk4913 我扫开柜子把电池放进去了但是柜子打不开我又扫了一下扫了个空柜子开了怎么办
chunk4244 充值到小斑马公众号里的钱怎么退回
chunk4417 我刚换电池我电池放进去的时候柜子是充电的我放进去之后柜子就没电了然后导致我现在电池没有吐出来
chunk248 我刚才在这里买了一个线呢在咱们没出来呢
chunk1472 我想租再租一块电瓶我用我媳妇的注册的但是他不能现场交费呀线上交费呀
chunk1500 为什么我芝麻信用上有一个免押租车订单即将逾期
chunk7088 我这边之前有在我们这边租一个电池嘛然后我这两天有事
chunk610 你充电的小斑马两块钱可以充几个小时
chunk2209 我现在电瓶是六十伏的我想换几天四十八伏的后续再换几天六十伏的可以吗
chunk1912 福永中央大厦的充电桩为什么一直到现在都没有用呢
chunk5847 我刚申请了免押但是押金怎么退呢
chunk6359 电柜这块呢这是没有空箱你给我开个箱我把电池换了
chunk4327 我这边我想申诉一下逾期问题我以前本来是不用押金的呀他怎么突然跳出来要押金了
chunk5899 我知道我寄存了一千我寄存了它还是会扣钱这个我知道是吧
chunk5753 我需要开一下电池
chunk823 这锂换电是吧
chunk6486 我刚才换了个电池没跑多长时间就没电了是什么情况
chunk6693 我套餐现在是六十伏的套餐但是我车子只有四十八伏用不了说能改成四十八的吗1765253结尾
chunk4495 骑士快租里面车跟电瓶都是你们公司提供是吧
chunk32 你们是现在有一个那种新型的六十伏的这边是吧我之前是买的你们这种老款就没有这种新
chunk3636 对他我在上面显我在上面看了然后他电池没有显示到寄存到什么时候
chunk1605 我送完柜子走了5045柜子锁的202401075045
chunk6597 我用我女朋友的手机号注册的但是账号这里换电APP上面是登的我手机号
chunk4435 我今天下午十七点五十一分退押金的话他说显示半小时到账到现在六个小时没到账
chunk1372 我你为什么充电桩充不电然后一交费它就退出来了吧那这快
chunk4543 请问你充电桩嘛我晓得三块钱充半个小时
chunk947 我要制作换电然后暂时用不上了然后我看今天差不多今天到期了然后我现在要跟电视给退了然后就说要出一套远文可能之后会需要的话然后需要的时候我再联系你们
chunk7874 为啥我不能扣款了呀
chunk2176 我能给提个建议吗我不会选意见留言
chunk3033 我在咱们这边换电池呢然后电池放进去了支付宝显示换电失败
chunk5979 我想把电池寄存了我要休假回家吗他就他的柜子他显示空格空格怎么不能用
chunk3390 我寄存电池它我电池还进去它显示寄存失败
chunk4187 我刚弄了一个四天的套餐他说柜子他显示未知换电站无法启电
chunk894 我帮别人去一块电池
chunk2194 我买的是四十八伏pro版的它跟普通版的有什么区别
chunk2573 更换手机号怎么更换
chunk8289 这锂换电安吉这边能不能
chunk3400 我有块电池别人帮我还了但是没登录我的号现在显示异常你能帮我可以处理一下吗
chunk8296 你怎么提议他保证无年险费那种
chunk2960 其实二十二号那天他扣了我五百块钱怎么还没退回来呀
chunk3599 我电柜的话我扫码然后开了柜以后我把电池放进去然后拖盘开了
